ONET,year,overlap,data_skill_bin,ones,prop_data,dist
27-3031.00,2018,4596,7353,77861,0.094437523,0.29345343
27-3031.00,2019,4694,7798,82762,0.094221986,0.29345343
27-3041.00,2010,371,686,20309,0.033778128,0.2586634
27-3041.00,2011,510,946,19665,0.048105772,0.2586634
27-3041.00,2012,451,752,19777,0.038023967,0.2586634
27-3041.00,2013,579,957,24762,0.038647928,0.2586634
27-3041.00,2014,515,855,20885,0.040938473,0.2586634
27-3041.00,2015,704,1124,26966,0.041682118,0.2586634
27-3041.00,2016,673,1055,25475,0.04141315,0.2586634
27-3041.00,2017,756,1300,24823,0.052370785,0.2586634
27-3041.00,2018,862,1398,29653,0.047145314,0.2586634
27-3041.00,2019,950,1454,29505,0.049279783,0.2586634
27-3042.00,2010,1726,2149,20709,0.103771307,0.32768598
27-3042.00,2011,2163,2704,23509,0.11501978,0.32768598
27-3042.00,2012,2257,2792,22910,0.12186818,0.32768598
27-3042.00,2013,1754,2237,23815,0.093932396,0.32768598
27-3042.00,2014,2545,3077,26652,0.115450998,0.32768598
27-3042.00,2015,2737,3340,32787,0.101869643,0.32768598
27-3042.00,2016,2115,2920,27305,0.106940121,0.32768598
27-3042.00,2017,2338,3006,27759,0.108289204,0.32768598
27-3042.00,2018,2813,3602,38156,0.094401929,0.32768598
27-3042.00,2019,3159,4058,36425,0.111407001,0.32768598
27-3043.04,2010,176,270,14205,0.019007392,0.22628976
27-3043.04,2011,328,590,15227,0.038746963,0.22628976
27-3043.04,2012,294,416,14055,0.029598008,0.22628976
27-3043.04,2013,389,583,17788,0.032774904,0.22628976
27-3043.04,2014,296,538,13519,0.039795843,0.22628976
27-3043.04,2015,581,801,18978,0.042206766,0.22628976
27-3043.04,2016,385,662,17005,0.038929727,0.22628976
27-3043.04,2017,347,657,16551,0.039695487,0.22628976
27-3043.04,2018,588,956,26322,0.036319429,0.22628976
27-3043.04,2019,823,1265,30745,0.041144902,0.22628976
27-3043.05,2010,3,4,1388,0.002881844,0.16684455
27-3043.05,2011,17,66,1672,0.039473684,0.16684455
27-3043.05,2012,14,20,1550,0.012903226,0.16684455
27-3043.05,2013,161,193,4867,0.039654818,0.16684455
27-3043.05,2014,24,74,3773,0.01961304,0.16684455
27-3043.05,2015,41,55,3458,0.015905147,0.16684455
27-3043.05,2016,26,33,1965,0.016793893,0.16684455
27-3043.05,2017,13,17,645,0.026356589,0.16684455
27-3043.05,2018,60,71,1428,0.049719888,0.16684455
27-3043.05,2019,35,52,1753,0.029663434,0.16684455
27-3091.00,2010,75,450,8347,0.053911585,0.15771419
27-3091.00,2011,125,706,11128,0.063443566,0.15771419
27-3091.00,2012,133,622,11545,0.053876137,0.15771419
27-3091.00,2013,136,667,15221,0.043821037,0.15771419
27-3091.00,2014,141,630,14914,0.042242189,0.15771419
27-3091.00,2015,212,599,13536,0.044252364,0.15771419
27-3091.00,2016,210,801,16293,0.049162217,0.15771419
27-3091.00,2017,364,946,30399,0.031119445,0.15771419
27-3091.00,2018,445,1212,24842,0.048788342,0.15771419
27-3091.00,2019,505,1286,27310,0.047088978,0.15771419
27-4011.00,2010,69,109,3849,0.028319044,0.18745007
27-4011.00,2011,103,154,4613,0.033383915,0.18745007
27-4011.00,2012,74,144,5355,0.026890756,0.18745007
27-4011.00,2013,108,187,6409,0.029177719,0.18745007
27-4011.00,2014,92,189,6146,0.030751708,0.18745007
27-4011.00,2015,96,172,7000,0.024571429,0.18745007
27-4011.00,2016,232,332,7016,0.04732041,0.18745007
27-4011.00,2017,213,337,7514,0.044849614,0.18745007
27-4011.00,2018,209,416,11598,0.035868253,0.18745007
27-4011.00,2019,158,364,12962,0.028082086,0.18745007
27-4012.00,2010,35,164,2862,0.057302586,0.17296265
27-4012.00,2011,57,190,3174,0.059861374,0.17296265
27-4012.00,2012,87,276,3769,0.073228973,0.17296265
27-4012.00,2013,54,303,5339,0.056752201,0.17296265
27-4012.00,2014,76,365,4911,0.074322948,0.17296265
27-4012.00,2015,78,338,4964,0.06809025,0.17296265
27-4012.00,2016,86,367,5234,0.070118456,0.17296265
27-4012.00,2017,92,392,5292,0.074074074,0.17296265
27-4012.00,2018,109,451,7055,0.063926293,0.17296265
27-4012.00,2019,131,462,6575,0.07026616,0.17296265
27-4013.00,2010,0,5,103,0.048543689,0.13417459
27-4013.00,2011,1,6,164,0.036585366,0.13417459
27-4013.00,2012,0,7,196,0.035714286,0.13417459
27-4013.00,2013,0,7,226,0.030973451,0.13417459
27-4013.00,2014,4,6,530,0.011320755,0.13417459
27-4013.00,2015,1,15,348,0.043103448,0.13417459
27-4013.00,2016,3,8,333,0.024024024,0.13417459
27-4013.00,2017,2,8,405,0.019753086,0.13417459
27-4013.00,2018,7,26,377,0.068965517,0.13417459
27-4013.00,2019,1,16,1319,0.012130402,0.13417459
27-4014.00,2010,23,35,1587,0.02205419,0.14862347
27-4014.00,2011,38,60,1656,0.036231884,0.14862347
27-4014.00,2012,39,65,1813,0.035852179,0.14862347
27-4014.00,2013,53,73,2242,0.032560214,0.14862347
27-4014.00,2014,56,78,2208,0.035326087,0.14862347
27-4014.00,2015,119,136,2423,0.056128766,0.14862347
27-4014.00,2016,94,115,2473,0.046502224,0.14862347
27-4014.00,2017,105,144,2932,0.049113233,0.14862347
27-4014.00,2018,128,151,3922,0.038500765,0.14862347
27-4014.00,2019,89,138,4374,0.031550069,0.14862347
27-4021.00,2010,33,50,7653,0.006533386,0.18325819
27-4021.00,2011,19,51,8605,0.005926787,0.18325819
27-4021.00,2012,58,131,8585,0.015259173,0.18325819
27-4021.00,2013,39,106,13174,0.008046152,0.18325819
27-4021.00,2014,38,104,12240,0.008496732,0.18325819
27-4021.00,2015,49,119,17051,0.006979063,0.18325819
27-4021.00,2016,51,108,11678,0.009248159,0.18325819
27-4021.00,2017,45,104,10327,0.010070688,0.18325819
27-4021.00,2018,35,223,16277,0.013700313,0.18325819
27-4021.00,2019,44,182,20258,0.008984105,0.18325819
27-4031.00,2010,8,15,2024,0.007411067,0.1392743
27-4031.00,2011,8,20,1930,0.010362694,0.1392743
27-4031.00,2012,17,45,2270,0.019823789,0.1392743
27-4031.00,2013,11,36,3854,0.009340944,0.1392743
27-4031.00,2014,13,33,2496,0.013221154,0.1392743
27-4031.00,2015,13,30,3709,0.008088434,0.1392743
27-4031.00,2016,26,45,2931,0.015353122,0.1392743
27-4031.00,2017,44,69,3053,0.022600721,0.1392743
27-4031.00,2018,50,78,5318,0.014667168,0.1392743
27-4031.00,2019,31,66,6085,0.010846343,0.1392743
27-4032.00,2010,7,11,729,0.015089163,0.16640918
27-4032.00,2011,9,12,731,0.016415869,0.16640918
27-4032.00,2012,12,22,934,0.023554604,0.16640918
27-4032.00,2013,9,23,1554,0.014800515,0.16640918
27-4032.00,2014,21,37,1191,0.031066331,0.16640918
27-4032.00,2015,17,33,1512,0.021825397,0.16640918
27-4032.00,2016,17,32,1507,0.02123424,0.16640918
27-4032.00,2017,15,29,1773,0.016356458,0.16640918
27-4032.00,2018,27,59,2737,0.021556449,0.16640918
27-4032.00,2019,29,57,2907,0.019607843,0.16640918
27-4099.00,2010,0,0,7,0,0.090177275
27-4099.00,2011,0,0,37,0,0.090177275
27-4099.00,2012,0,0,35,0,0.090177275
27-4099.00,2013,0,0,14,0,0.090177275
27-4099.00,2014,0,0,5,0,0.090177275
27-4099.00,2015,0,0,1,0,0.090177275
27-4099.00,2016,0,0,8,0,0.090177275
27-4099.00,2017,0,4,13,0.307692308,0.090177275
27-4099.00,2018,0,8,39,0.205128205,0.090177275
27-4099.00,2019,0,6,36,0.166666667,0.090177275
29-1011.00,2010,3,4,347,0.011527378,0.12096439
29-1011.00,2011,0,0,517,0,0.12096439
29-1011.00,2012,0,3,340,0.008823529,0.12096439
29-1011.00,2013,2,16,571,0.028021016,0.12096439
29-1011.00,2014,0,9,296,0.030405405,0.12096439
29-1011.00,2015,5,8,683,0.011713031,0.12096439
29-1011.00,2016,1,8,888,0.009009009,0.12096439
29-1011.00,2017,2,6,1447,0.00414651,0.12096439
29-1011.00,2018,3,15,3712,0.004040948,0.12096439
29-1011.00,2019,4,23,4410,0.00521542,0.12096439
29-1021.00,2010,6,19,9406,0.002019987,0.1231286
29-1021.00,2011,24,73,16569,0.004405818,0.1231286
29-1021.00,2012,29,41,12962,0.003163092,0.1231286
29-1021.00,2013,18,102,15219,0.006702149,0.1231286
29-1021.00,2014,16,150,16682,0.008991728,0.1231286
29-1021.00,2015,29,325,20700,0.015700483,0.1231286
29-1021.00,2016,41,403,28261,0.014259934,0.1231286
29-1021.00,2017,48,253,22619,0.011185287,0.1231286
29-1021.00,2018,32,191,21499,0.008884134,0.1231286
29-1021.00,2019,32,156,27350,0.005703839,0.1231286
29-1022.00,2010,1,2,794,0.002518892,0.116278365
29-1022.00,2011,0,0,1161,0,0.116278365
29-1022.00,2012,1,1,880,0.001136364,0.116278365
29-1022.00,2013,0,16,1367,0.011704462,0.116278365
29-1022.00,2014,2,29,1202,0.024126456,0.116278365
29-1022.00,2015,4,51,5950,0.008571429,0.116278365
29-1022.00,2016,3,58,3301,0.017570433,0.116278365
29-1022.00,2017,7,42,1447,0.02902557,0.116278365
29-1022.00,2018,10,111,2189,0.050708086,0.116278365
29-1022.00,2019,6,80,2304,0.034722222,0.116278365
29-1023.00,2010,0,10,261,0.038314176,0.1049803
29-1023.00,2011,1,2,397,0.005037783,0.1049803
29-1023.00,2012,4,6,440,0.013636364,0.1049803
29-1023.00,2013,0,7,509,0.013752456,0.1049803
29-1023.00,2014,0,12,413,0.02905569,0.1049803
29-1023.00,2015,7,26,509,0.05108055,0.1049803
29-1023.00,2016,2,20,683,0.029282577,0.1049803
29-1023.00,2017,0,9,754,0.01193634,0.1049803
29-1023.00,2018,0,9,1679,0.005360334,0.1049803
29-1023.00,2019,0,8,1650,0.004848485,0.1049803
29-1024.00,2010,0,0,117,0,0.12197619
29-1024.00,2011,0,0,123,0,0.12197619
29-1024.00,2012,0,0,41,0,0.12197619
29-1024.00,2013,0,0,167,0,0.12197619
29-1024.00,2014,1,1,152,0.006578947,0.12197619
29-1024.00,2015,1,2,77,0.025974026,0.12197619
29-1024.00,2016,1,1,1854,0.000539374,0.12197619
29-1024.00,2017,1,2,122,0.016393443,0.12197619
29-1024.00,2018,7,10,795,0.012578616,0.12197619
29-1024.00,2019,0,4,344,0.011627907,0.12197619
29-1029.00,2010,1,1,272,0.003676471,0.13859269
29-1029.00,2011,0,0,512,0,0.13859269
29-1029.00,2012,4,5,506,0.009881423,0.13859269
29-1029.00,2013,0,12,745,0.016107383,0.13859269
29-1029.00,2014,0,15,585,0.025641026,0.13859269
29-1029.00,2015,1,42,636,0.066037736,0.13859269
29-1029.00,2016,3,50,2566,0.019485581,0.13859269
29-1029.00,2017,1,19,944,0.020127119,0.13859269
29-1029.00,2018,3,23,1480,0.015540541,0.13859269
29-1029.00,2019,0,20,1655,0.012084592,0.13859269
29-1031.00,2010,38,284,15774,0.018004311,0.13474077
29-1031.00,2011,62,390,17857,0.021840175,0.13474077
29-1031.00,2012,109,490,21953,0.022320412,0.13474077
29-1031.00,2013,108,639,30847,0.020715142,0.13474077
29-1031.00,2014,119,852,31452,0.027088897,0.13474077
29-1031.00,2015,144,1092,37004,0.029510323,0.13474077
29-1031.00,2016,154,1383,40525,0.034127082,0.13474077
29-1031.00,2017,141,1167,33262,0.035085082,0.13474077
29-1031.00,2018,106,1370,40972,0.033437469,0.13474077
29-1031.00,2019,184,1465,45596,0.032130011,0.13474077
29-1041.00,2010,7,15,2098,0.007149666,0.15788335
29-1041.00,2011,6,31,3257,0.009517961,0.15788335
29-1041.00,2012,14,19,2361,0.008047438,0.15788335
29-1041.00,2013,3,12,2462,0.004874086,0.15788335
29-1041.00,2014,1,15,2184,0.006868132,0.15788335
29-1041.00,2015,6,19,4288,0.00443097,0.15788335
29-1041.00,2016,4,20,5218,0.003832886,0.15788335
29-1041.00,2017,2,18,9246,0.001946788,0.15788335
29-1041.00,2018,10,37,10291,0.003595375,0.15788335
29-1041.00,2019,16,62,13038,0.004755331,0.15788335
29-1051.00,2010,273,1102,40729,0.027056888,0.1812183
29-1051.00,2011,450,1548,42682,0.036268216,0.1812183
29-1051.00,2012,482,1520,37396,0.040646058,0.1812183
29-1051.00,2013,528,1993,49463,0.040292744,0.1812183
29-1051.00,2014,620,2515,51414,0.048916637,0.1812183
29-1051.00,2015,1067,3194,58481,0.054616029,0.1812183
29-1051.00,2016,1005,3291,70958,0.046379548,0.1812183
29-1051.00,2017,1276,3284,63419,0.051782589,0.1812183
29-1051.00,2018,3283,5079,67695,0.075027698,0.1812183
29-1051.00,2019,938,2847,61439,0.046338645,0.1812183
29-1061.00,2010,7,8,1976,0.004048583,0.123473234
29-1061.00,2011,8,43,2291,0.018769096,0.123473234
29-1061.00,2012,3,17,1944,0.008744856,0.123473234
29-1061.00,2013,15,19,1805,0.010526316,0.123473234
29-1061.00,2014,7,10,1997,0.005007511,0.123473234
29-1061.00,2015,13,27,5273,0.005120425,0.123473234
29-1061.00,2016,9,24,5836,0.004112406,0.123473234
29-1061.00,2017,10,41,7490,0.005473965,0.123473234
29-1061.00,2018,29,95,11487,0.008270219,0.123473234
29-1061.00,2019,30,75,12877,0.005824338,0.123473234
29-1062.00,2010,34,97,18343,0.005288121,0.13416307
29-1062.00,2011,88,1164,27174,0.042835063,0.13416307
29-1062.00,2012,137,240,20688,0.011600928,0.13416307
29-1062.00,2013,155,293,26617,0.011008002,0.13416307
29-1062.00,2014,57,184,24719,0.007443667,0.13416307
29-1062.00,2015,54,259,39364,0.006579616,0.13416307
29-1062.00,2016,50,243,48394,0.005021284,0.13416307
29-1062.00,2017,83,279,48193,0.005789223,0.13416307
29-1062.00,2018,116,361,46648,0.00773881,0.13416307
29-1062.00,2019,293,604,52169,0.011577757,0.13416307
29-1063.00,2010,72,139,30643,0.004536109,0.14833798
29-1063.00,2011,122,1640,40052,0.040946769,0.14833798
29-1063.00,2012,254,464,29318,0.015826455,0.14833798
29-1063.00,2013,239,420,31063,0.013520909,0.14833798
29-1063.00,2014,96,264,31247,0.008448811,0.14833798
29-1063.00,2015,192,483,50563,0.00955244,0.14833798
29-1063.00,2016,137,398,67083,0.005932949,0.14833798
29-1063.00,2017,154,444,58601,0.007576663,0.14833798
29-1063.00,2018,266,547,57172,0.009567621,0.14833798
29-1063.00,2019,561,815,78277,0.010411743,0.14833798
29-1064.00,2010,17,64,6065,0.01055235,0.16001569
29-1064.00,2011,44,347,8218,0.042224385,0.16001569
29-1064.00,2012,57,173,6166,0.028057087,0.16001569
29-1064.00,2013,43,201,5963,0.033707865,0.16001569
29-1064.00,2014,39,225,12664,0.017766898,0.16001569
29-1064.00,2015,48,264,25980,0.010161663,0.16001569
29-1064.00,2016,54,321,15715,0.020426344,0.16001569
29-1064.00,2017,56,352,16490,0.02134627,0.16001569
29-1064.00,2018,82,448,18974,0.023611258,0.16001569
29-1064.00,2019,206,576,24169,0.023832182,0.16001569
29-1065.00,2010,6,7,3029,0.002310994,0.14522818
29-1065.00,2011,4,10,3100,0.003225806,0.14522818
29-1065.00,2012,4,19,2976,0.006384409,0.14522818
29-1065.00,2013,2,6,3421,0.001753873,0.14522818
29-1065.00,2014,12,18,4253,0.004232307,0.14522818
29-1065.00,2015,19,33,8764,0.003765404,0.14522818
29-1065.00,2016,5,18,7853,0.002292118,0.14522818
29-1065.00,2017,10,24,9547,0.002513879,0.14522818
29-1065.00,2018,14,51,10847,0.004701761,0.14522818
29-1065.00,2019,44,68,11876,0.005725834,0.14522818
29-1066.00,2010,23,46,10717,0.004292246,0.12335258
29-1066.00,2011,39,319,14795,0.021561338,0.12335258
29-1066.00,2012,30,98,13121,0.007468943,0.12335258
29-1066.00,2013,23,75,14765,0.00507958,0.12335258
29-1066.00,2014,29,78,17649,0.004419514,0.12335258
29-1066.00,2015,49,193,28134,0.006860027,0.12335258
29-1066.00,2016,40,107,35623,0.003003677,0.12335258
29-1066.00,2017,48,155,34223,0.004529118,0.12335258
29-1066.00,2018,51,143,35322,0.004048468,0.12335258
29-1066.00,2019,173,363,42685,0.008504158,0.12335258
29-1067.00,2010,13,33,11234,0.002937511,0.15326601
29-1067.00,2011,19,237,12390,0.019128329,0.15326601
29-1067.00,2012,18,47,10543,0.004457934,0.15326601
29-1067.00,2013,11,56,9983,0.005609536,0.15326601
29-1067.00,2014,7,71,9718,0.00730603,0.15326601
29-1067.00,2015,25,142,21648,0.006559497,0.15326601
29-1067.00,2016,21,138,20549,0.006715655,0.15326601
29-1067.00,2017,44,121,19396,0.0062384,0.15326601
29-1067.00,2018,46,142,19484,0.007288031,0.15326601
29-1067.00,2019,167,286,25280,0.011313291,0.15326601
29-1069.00,2010,217,510,29076,0.017540239,0.13065806
29-1069.00,2011,317,873,40808,0.021392864,0.13065806
29-1069.00,2012,216,499,26457,0.018860793,0.13065806
29-1069.00,2013,217,617,40176,0.015357427,0.13065806
29-1069.00,2014,189,558,44795,0.012456747,0.13065806
29-1069.00,2015,321,741,73498,0.010081907,0.13065806
29-1069.00,2016,309,755,87771,0.00860193,0.13065806
29-1069.00,2017,442,852,90176,0.00944819,0.13065806
29-1069.00,2018,499,888,80427,0.011041068,0.13065806
29-1069.00,2019,796,1307,87755,0.014893738,0.13065806
29-1069.01,2010,0,0,225,0,0.10933436
29-1069.01,2011,0,9,248,0.036290323,0.10933436
29-1069.01,2012,0,6,356,0.016853933,0.10933436
29-1069.01,2013,1,3,276,0.010869565,0.10933436
29-1069.01,2014,2,2,289,0.006920415,0.10933436
29-1069.01,2015,0,1,359,0.002785515,0.10933436
29-1069.01,2016,1,5,378,0.013227513,0.10933436
29-1069.01,2017,2,7,323,0.021671827,0.10933436
29-1069.01,2018,2,10,320,0.03125,0.10933436
29-1069.01,2019,4,10,401,0.024937656,0.10933436
29-1069.02,2010,5,19,2975,0.006386555,0.14979833
29-1069.02,2011,4,73,4106,0.01777886,0.14979833
29-1069.02,2012,1,15,2929,0.005121202,0.14979833
29-1069.02,2013,12,32,4014,0.007972098,0.14979833
29-1069.02,2014,4,24,3066,0.007827789,0.14979833
29-1069.02,2015,7,54,4789,0.01127584,0.14979833
29-1069.02,2016,12,67,6156,0.010883691,0.14979833
29-1069.02,2017,11,68,4853,0.014011951,0.14979833
29-1069.02,2018,26,90,6156,0.014619883,0.14979833
29-1069.02,2019,96,167,9887,0.016890867,0.14979833
29-1069.03,2010,5,16,9067,0.001764641,0.13398023
29-1069.03,2011,45,85,12394,0.006858157,0.13398023
29-1069.03,2012,149,183,7111,0.025734777,0.13398023
29-1069.03,2013,91,132,11880,0.011111111,0.13398023
29-1069.03,2014,21,47,12056,0.003898474,0.13398023
29-1069.03,2015,35,83,17628,0.004708418,0.13398023
29-1069.03,2016,51,107,22167,0.004826995,0.13398023
29-1069.03,2017,48,116,21953,0.005284016,0.13398023
29-1069.03,2018,35,97,20379,0.004759802,0.13398023
29-1069.03,2019,115,166,21299,0.007793793,0.13398023
29-1069.04,2010,6,17,5356,0.00317401,0.13763759
29-1069.04,2011,24,266,7324,0.036318951,0.13763759
29-1069.04,2012,36,77,5258,0.014644351,0.13763759
29-1069.04,2013,36,90,5315,0.016933208,0.13763759
29-1069.04,2014,17,47,5530,0.008499096,0.13763759
29-1069.04,2015,35,49,8481,0.005777621,0.13763759
29-1069.04,2016,26,53,9608,0.005516236,0.13763759
29-1069.04,2017,21,69,10066,0.006854759,0.13763759
29-1069.04,2018,43,102,10882,0.009373277,0.13763759
29-1069.04,2019,170,239,15245,0.015677271,0.13763759
29-1069.05,2010,0,0,114,0,0.14895464
29-1069.05,2011,0,0,75,0,0.14895464
29-1069.05,2012,0,0,2,0,0.14895464
29-1069.05,2013,0,0,18,0,0.14895464
29-1069.05,2014,1,6,47,0.127659574,0.14895464
29-1069.05,2015,0,1,60,0.016666667,0.14895464
29-1069.05,2016,0,0,48,0,0.14895464
29-1069.05,2017,0,3,27,0.111111111,0.14895464
29-1069.05,2018,0,0,20,0,0.14895464
29-1069.05,2019,0,0,36,0,0.14895464
29-1069.06,2010,1,1,832,0.001201923,0.11207531
29-1069.06,2011,2,22,1444,0.015235457,0.11207531
29-1069.06,2012,1,1,969,0.001031992,0.11207531
29-1069.06,2013,0,8,1030,0.00776699,0.11207531
29-1069.06,2014,4,9,769,0.011703511,0.11207531
29-1069.06,2015,5,16,1148,0.013937282,0.11207531
29-1069.06,2016,0,5,1366,0.003660322,0.11207531
29-1069.06,2017,0,7,1693,0.004134672,0.11207531
29-1069.06,2018,3,12,1560,0.007692308,0.11207531
29-1069.06,2019,7,15,2379,0.00630517,0.11207531
29-1069.07,2010,13,28,855,0.032748538,0.27921835
29-1069.07,2011,30,47,924,0.050865801,0.27921835
29-1069.07,2012,4,19,1137,0.016710642,0.27921835
29-1069.07,2013,18,39,869,0.044879171,0.27921835
29-1069.07,2014,30,55,750,0.073333333,0.27921835
29-1069.07,2015,29,49,882,0.055555556,0.27921835
29-1069.07,2016,64,96,970,0.098969072,0.27921835
29-1069.07,2017,45,73,891,0.081930415,0.27921835
29-1069.07,2018,63,86,1131,0.076038904,0.27921835
29-1069.07,2019,74,90,1453,0.061940812,0.27921835
29-1069.08,2010,0,1,390,0.002564103,0.1682339
29-1069.08,2011,0,0,619,0,0.1682339
29-1069.08,2012,1,1,556,0.001798561,0.1682339
29-1069.08,2013,1,2,671,0.002980626,0.1682339
29-1069.08,2014,1,2,503,0.003976143,0.1682339
29-1069.08,2015,1,10,805,0.01242236,0.1682339
29-1069.08,2016,0,2,897,0.002229654,0.1682339
29-1069.08,2017,1,4,2471,0.001618778,0.1682339
29-1069.08,2018,1,2,983,0.002034588,0.1682339
29-1069.08,2019,0,1,1486,0.000672948,0.1682339
29-1069.09,2010,3,5,1238,0.004038772,0.12876405
29-1069.09,2011,2,25,1507,0.01658925,0.12876405
29-1069.09,2012,2,9,944,0.009533898,0.12876405
29-1069.09,2013,5,8,1054,0.007590133,0.12876405
29-1069.09,2014,6,11,1491,0.007377599,0.12876405
29-1069.09,2015,6,23,6055,0.003798514,0.12876405
29-1069.09,2016,6,16,2300,0.006956522,0.12876405
29-1069.09,2017,6,32,2084,0.015355086,0.12876405
29-1069.09,2018,4,20,3495,0.005722461,0.12876405
29-1069.09,2019,10,16,2256,0.007092199,0.12876405
29-1069.10,2010,0,4,962,0.004158004,0.15532517
29-1069.10,2011,4,9,739,0.01217862,0.15532517
29-1069.10,2012,2,8,772,0.010362694,0.15532517
29-1069.10,2013,4,15,859,0.017462165,0.15532517
29-1069.10,2014,3,6,790,0.007594937,0.15532517
29-1069.10,2015,3,10,1260,0.007936508,0.15532517
29-1069.10,2016,5,14,1989,0.007038713,0.15532517
29-1069.10,2017,5,14,3776,0.003707627,0.15532517
29-1069.10,2018,4,9,4236,0.002124646,0.15532517
29-1069.10,2019,24,61,5801,0.010515428,0.15532517
29-1069.11,2010,0,0,1698,0,0.118020035
29-1069.11,2011,3,27,2549,0.010592389,0.118020035
29-1069.11,2012,4,10,1398,0.007153076,0.118020035
29-1069.11,2013,2,7,2144,0.003264925,0.118020035
29-1069.11,2014,2,10,1466,0.006821282,0.118020035
29-1069.11,2015,6,21,2911,0.007214016,0.118020035
29-1069.11,2016,11,26,4382,0.005933364,0.118020035
29-1069.11,2017,9,40,3300,0.012121212,0.118020035
29-1069.11,2018,7,43,2610,0.016475096,0.118020035
29-1069.11,2019,23,54,3729,0.014481094,0.118020035
29-1069.12,2010,12,17,4234,0.004015116,0.12766367
29-1069.12,2011,42,219,5260,0.041634981,0.12766367
29-1069.12,2012,26,49,3766,0.013011152,0.12766367
29-1069.12,2013,21,27,3960,0.006818182,0.12766367
29-1069.12,2014,6,25,3167,0.007893906,0.12766367
29-1069.12,2015,9,36,8473,0.00424879,0.12766367
29-1069.12,2016,4,35,5364,0.006524981,0.12766367
29-1069.12,2017,4,34,6385,0.00532498,0.12766367
29-1069.12,2018,21,58,6804,0.008524397,0.12766367
29-1069.12,2019,95,131,8804,0.0148796,0.12766367
29-1071.00,2010,51,223,19475,0.011450578,0.17137925
29-1071.00,2011,254,777,26929,0.028853652,0.17137925
29-1071.00,2012,527,996,21614,0.046081244,0.17137925
29-1071.00,2013,469,1182,33038,0.035776984,0.17137925
29-1071.00,2014,300,1638,36108,0.045363908,0.17137925
29-1071.00,2015,529,2008,45024,0.044598436,0.17137925
29-1071.00,2016,557,1798,65237,0.027561047,0.17137925
29-1071.00,2017,280,1591,51875,0.03066988,0.17137925
29-1071.00,2018,302,1800,39214,0.045901974,0.17137925
29-1071.00,2019,421,1978,43187,0.04580082,0.17137925
29-1071.01,2010,4,22,1473,0.014935506,0.14243466
29-1071.01,2011,7,38,1713,0.022183304,0.14243466
29-1071.01,2012,19,44,2192,0.020072993,0.14243466
29-1071.01,2013,8,87,2548,0.034144427,0.14243466
29-1071.01,2014,10,60,2563,0.023410066,0.14243466
29-1071.01,2015,15,102,3124,0.032650448,0.14243466
29-1071.01,2016,31,122,3495,0.03490701,0.14243466
29-1071.01,2017,21,151,3729,0.04049343,0.14243466
29-1071.01,2018,31,196,4666,0.042006001,0.14243466
29-1071.01,2019,38,168,5411,0.031047865,0.14243466
29-1081.00,2010,0,0,249,0,0.14584365
29-1081.00,2011,0,0,251,0,0.14584365
29-1081.00,2012,0,3,303,0.00990099,0.14584365
29-1081.00,2013,1,8,390,0.020512821,0.14584365
29-1081.00,2014,9,14,7037,0.001989484,0.14584365
29-1081.00,2015,12,16,12417,0.001288556,0.14584365
29-1081.00,2016,4,7,4193,0.001669449,0.14584365
29-1081.00,2017,0,5,1207,0.004142502,0.14584365
29-1081.00,2018,2,18,1499,0.012008005,0.14584365
29-1081.00,2019,7,19,1650,0.011515152,0.14584365
29-1122.00,2010,69,394,117833,0.003343715,0.17570104
29-1122.00,2011,148,706,99876,0.007068765,0.17570104
29-1122.00,2012,78,383,82735,0.004629238,0.17570104
29-1122.00,2013,51,906,78645,0.011520122,0.17570104
29-1122.00,2014,56,1033,95244,0.010845828,0.17570104
29-1122.00,2015,177,939,87942,0.010677492,0.17570104
29-1122.00,2016,62,870,92914,0.009363497,0.17570104
29-1122.00,2017,126,714,86585,0.008246232,0.17570104
29-1122.00,2018,70,872,102829,0.008480098,0.17570104
29-1122.00,2019,103,1029,76603,0.013432894,0.17570104
29-1122.01,2010,2,3,177,0.016949153,0.13314879
29-1122.01,2011,4,9,193,0.046632124,0.13314879
29-1122.01,2012,5,13,217,0.059907834,0.13314879
29-1122.01,2013,1,5,413,0.012106538,0.13314879
29-1122.01,2014,13,30,781,0.038412292,0.13314879
29-1122.01,2015,27,38,697,0.054519369,0.13314879
29-1122.01,2016,13,35,670,0.052238806,0.13314879
29-1122.01,2017,21,42,653,0.06431853,0.13314879
29-1122.01,2018,21,74,1100,0.067272727,0.13314879
29-1122.01,2019,41,74,962,0.076923077,0.13314879
29-1123.00,2010,130,410,140516,0.002917817,0.17282143
29-1123.00,2011,221,1031,118741,0.008682763,0.17282143
29-1123.00,2012,89,572,105780,0.005407449,0.17282143
29-1123.00,2013,89,818,96865,0.008444743,0.17282143
29-1123.00,2014,164,1078,119967,0.008985804,0.17282143
29-1123.00,2015,155,1047,151776,0.006898324,0.17282143
29-1123.00,2016,133,1345,176162,0.007635018,0.17282143
29-1123.00,2017,195,1356,156266,0.008677511,0.17282143
29-1123.00,2018,163,1561,166511,0.009374756,0.17282143
29-1123.00,2019,173,1791,142136,0.012600608,0.17282143
29-1124.00,2010,10,28,2523,0.011097899,0.14644612
29-1124.00,2011,21,45,1895,0.023746702,0.14644612
29-1124.00,2012,29,76,1974,0.038500507,0.14644612
29-1124.00,2013,41,66,2117,0.031176193,0.14644612
