ONET,year,overlap,data_skill_bin,ones,prop_data,dist
11-1011.00,2010,222,395,11273,0.035039475,0.18610734
11-1011.00,2011,345,669,13931,0.048022396,0.18610734
11-1011.00,2012,405,644,14506,0.044395423,0.18610734
11-1011.00,2013,490,831,18752,0.044315273,0.18610734
11-1011.00,2014,682,1153,18948,0.060850749,0.18610734
11-1011.00,2015,852,1406,21632,0.064996302,0.18610734
11-1011.00,2016,741,1295,19657,0.065879839,0.18610734
11-1011.00,2017,996,1588,19495,0.081456784,0.18610734
11-1011.00,2018,1304,2006,21127,0.094949591,0.18610734
11-1011.00,2019,1199,1931,22038,0.087621381,0.18610734
11-1011.03,2010,11,21,320,0.065625,0.20041326
11-1011.03,2011,4,16,328,0.048780488,0.20041326
11-1011.03,2012,17,49,315,0.155555556,0.20041326
11-1011.03,2013,20,35,337,0.103857567,0.20041326
11-1011.03,2014,24,45,390,0.115384615,0.20041326
11-1011.03,2015,30,56,500,0.112,0.20041326
11-1011.03,2016,29,56,564,0.09929078,0.20041326
11-1011.03,2017,51,82,484,0.169421488,0.20041326
11-1011.03,2018,38,86,821,0.104750305,0.20041326
11-1011.03,2019,68,123,713,0.172510519,0.20041326
11-1021.00,2010,4025,6641,98280,0.067572243,0.27797782
11-1021.00,2011,5586,9286,125561,0.073956085,0.27797782
11-1021.00,2012,5702,10033,123066,0.08152536,0.27797782
11-1021.00,2013,7772,12787,167066,0.076538613,0.27797782
11-1021.00,2014,9257,15145,184728,0.081985406,0.27797782
11-1021.00,2015,11110,17396,195125,0.089153107,0.27797782
11-1021.00,2016,12402,19863,214169,0.092744515,0.27797782
11-1021.00,2017,15335,23034,233767,0.09853401,0.27797782
11-1021.00,2018,20733,31022,312380,0.099308534,0.27797782
11-1021.00,2019,20656,32649,324471,0.100622244,0.27797782
11-2011.00,2010,125,172,3512,0.048974943,0.19650854
11-2011.00,2011,226,356,4980,0.071485944,0.19650854
11-2011.00,2012,202,327,4306,0.075940548,0.19650854
11-2011.00,2013,234,333,4897,0.068000817,0.19650854
11-2011.00,2014,236,334,4657,0.071719991,0.19650854
11-2011.00,2015,256,399,5300,0.075283019,0.19650854
11-2011.00,2016,300,383,7235,0.052937111,0.19650854
11-2011.00,2017,342,442,3624,0.12196468,0.19650854
11-2011.00,2018,540,775,4365,0.177548683,0.19650854
11-2011.00,2019,471,565,3844,0.14698231,0.19650854
11-2011.01,2010,13,16,150,0.106666667,0.19494444
11-2011.01,2011,15,21,225,0.093333333,0.19494444
11-2011.01,2012,23,26,228,0.114035088,0.19494444
11-2011.01,2013,36,44,398,0.110552764,0.19494444
11-2011.01,2014,30,37,528,0.070075758,0.19494444
11-2011.01,2015,33,37,845,0.043786982,0.19494444
11-2011.01,2016,62,89,877,0.101482326,0.19494444
11-2011.01,2017,64,82,819,0.1001221,0.19494444
11-2011.01,2018,145,177,1548,0.114341085,0.19494444
11-2011.01,2019,181,214,1799,0.118954975,0.19494444
11-2021.00,2010,7456,10316,116410,0.088617816,0.415249
11-2021.00,2011,10648,14804,142858,0.103627378,0.415249
11-2021.00,2012,11544,15232,141914,0.10733261,0.415249
11-2021.00,2013,13842,18102,165150,0.109609446,0.415249
11-2021.00,2014,15533,19515,169440,0.115173513,0.415249
11-2021.00,2015,18786,23713,199861,0.11864746,0.415249
11-2021.00,2016,20909,25564,188895,0.135334445,0.415249
11-2021.00,2017,22276,26865,194763,0.137936877,0.415249
11-2021.00,2018,32027,38714,282425,0.1370771,0.415249
11-2021.00,2019,36724,42704,275048,0.155260173,0.415249
11-2022.00,2010,4321,6748,162850,0.041436905,0.35349286
11-2022.00,2011,6543,10734,195265,0.054971449,0.35349286
11-2022.00,2012,6835,10716,189668,0.056498724,0.35349286
11-2022.00,2013,7536,12003,221777,0.054121933,0.35349286
11-2022.00,2014,9107,13852,239415,0.057857695,0.35349286
11-2022.00,2015,10540,15682,276195,0.056778725,0.35349286
11-2022.00,2016,11907,18106,288801,0.062693689,0.35349286
11-2022.00,2017,11758,18459,270246,0.068304434,0.35349286
11-2022.00,2018,14853,22931,348055,0.065883266,0.35349286
11-2022.00,2019,15218,23602,361594,0.065272101,0.35349286
11-2031.00,2010,1959,2988,38668,0.077273197,0.265287
11-2031.00,2011,2735,4476,47903,0.093438824,0.265287
11-2031.00,2012,3011,4918,50279,0.097814197,0.265287
11-2031.00,2013,3537,6261,58910,0.106280767,0.265287
11-2031.00,2014,3694,6423,59550,0.107858942,0.265287
11-2031.00,2015,4921,7744,69754,0.111018723,0.265287
11-2031.00,2016,5005,7410,61909,0.119691806,0.265287
11-2031.00,2017,4382,7053,62024,0.113714046,0.265287
11-2031.00,2018,5917,9508,78427,0.121233759,0.265287
11-2031.00,2019,5672,9209,81207,0.113401554,0.265287
11-3011.00,2010,1208,2376,27858,0.085289683,0.2067887
11-3011.00,2011,1594,3068,34218,0.089660413,0.2067887
11-3011.00,2012,1663,3165,35495,0.089167488,0.2067887
11-3011.00,2013,2164,4513,44899,0.100514488,0.2067887
11-3011.00,2014,2450,4746,47748,0.099396833,0.2067887
11-3011.00,2015,2757,5914,53127,0.111318162,0.2067887
11-3011.00,2016,3266,6238,53322,0.11698736,0.2067887
11-3011.00,2017,3874,6544,52934,0.123625647,0.2067887
11-3011.00,2018,4960,8945,75673,0.118205965,0.2067887
11-3011.00,2019,4994,9356,80797,0.115796379,0.2067887
11-3021.00,2010,2289,2624,13062,0.200888072,0.33762252
11-3021.00,2011,2939,3485,17733,0.19652625,0.33762252
11-3021.00,2012,2883,3701,18093,0.204554247,0.33762252
11-3021.00,2013,3590,4315,20036,0.215362348,0.33762252
11-3021.00,2014,4359,5058,22976,0.220142758,0.33762252
11-3021.00,2015,4478,5209,23572,0.220982522,0.33762252
11-3021.00,2016,5013,5672,23078,0.245775197,0.33762252
11-3021.00,2017,4795,5388,23300,0.231244635,0.33762252
11-3021.00,2018,5530,6223,26989,0.23057542,0.33762252
11-3021.00,2019,6537,7248,27743,0.261255091,0.33762252
11-3031.01,2010,591,1108,29505,0.037552957,0.28840104
11-3031.01,2011,859,1867,36183,0.051598817,0.28840104
11-3031.01,2012,967,1755,35349,0.049647798,0.28840104
11-3031.01,2013,1154,2228,43624,0.051072804,0.28840104
11-3031.01,2014,1305,2601,42810,0.060756833,0.28840104
11-3031.01,2015,1621,2999,54048,0.055487715,0.28840104
11-3031.01,2016,1770,3468,57213,0.060615594,0.28840104
11-3031.01,2017,2063,3689,53677,0.068725897,0.28840104
11-3031.01,2018,2307,4116,59229,0.069492985,0.28840104
11-3031.01,2019,2770,4707,62848,0.074894985,0.28840104
11-3031.02,2010,2949,4699,96594,0.048646914,0.4051532
11-3031.02,2011,4361,7407,128118,0.05781389,0.4051532
11-3031.02,2012,4356,6709,119749,0.05602552,0.4051532
11-3031.02,2013,5332,8816,159505,0.055270995,0.4051532
11-3031.02,2014,6605,10110,153856,0.065710795,0.4051532
11-3031.02,2015,8166,12253,177017,0.069219341,0.4051532
11-3031.02,2016,7958,12262,174701,0.070188493,0.4051532
11-3031.02,2017,9850,14202,172235,0.082457108,0.4051532
11-3031.02,2018,16080,20710,196327,0.105487274,0.4051532
11-3031.02,2019,13892,18973,192199,0.098715394,0.4051532
11-3051.00,2010,350,633,14690,0.043090538,0.25684565
11-3051.00,2011,540,974,20472,0.047577179,0.25684565
11-3051.00,2012,535,949,20408,0.046501372,0.25684565
11-3051.00,2013,664,1209,27825,0.043450135,0.25684565
11-3051.00,2014,690,1349,30700,0.043941368,0.25684565
11-3051.00,2015,809,1451,27260,0.053228173,0.25684565
11-3051.00,2016,836,1590,26558,0.059868966,0.25684565
11-3051.00,2017,771,1463,25264,0.057908486,0.25684565
11-3051.00,2018,1037,1830,34358,0.053262704,0.25684565
11-3051.00,2019,1213,1967,37304,0.05272893,0.25684565
11-3051.01,2010,1852,2822,25327,0.111422592,0.3358822
11-3051.01,2011,2503,3812,34112,0.111749531,0.3358822
11-3051.01,2012,2660,4061,34381,0.118117565,0.3358822
11-3051.01,2013,3039,4695,41634,0.11276841,0.3358822
11-3051.01,2014,3241,5111,41462,0.1232695,0.3358822
11-3051.01,2015,3502,5572,44303,0.125770264,0.3358822
11-3051.01,2016,3777,6310,42146,0.149717648,0.3358822
11-3051.01,2017,3730,6236,38693,0.161166102,0.3358822
11-3051.01,2018,4890,7536,45942,0.164032911,0.3358822
11-3051.01,2019,5186,8218,46251,0.177682645,0.3358822
11-3051.04,2010,2,2,4,0.5,0.17179298
11-3051.04,2011,10,10,11,0.909090909,0.17179298
11-3051.04,2012,2,2,3,0.666666667,0.17179298
11-3051.04,2013,0,1,5,0.2,0.17179298
11-3051.04,2014,0,0,7,0,0.17179298
11-3051.04,2015,0,3,7,0.428571429,0.17179298
11-3051.04,2016,0,0,3,0,0.17179298
11-3051.04,2017,0,0,1,0,0.17179298
11-3051.04,2018,0,0,7,0,0.17179298
11-3051.04,2019,1,1,7,0.142857143,0.17179298
11-3061.00,2010,688,1157,14029,0.082472022,0.30760825
11-3061.00,2011,1058,1636,18043,0.090672283,0.30760825
11-3061.00,2012,980,1614,20090,0.080338477,0.30760825
11-3061.00,2013,1261,2004,24009,0.083468699,0.30760825
11-3061.00,2014,1411,2282,24419,0.09345182,0.30760825
11-3061.00,2015,1824,2780,28747,0.096705743,0.30760825
11-3061.00,2016,1701,2573,24561,0.104759578,0.30760825
11-3061.00,2017,2040,2928,25980,0.112702079,0.30760825
11-3061.00,2018,2635,3721,32344,0.115044521,0.30760825
11-3061.00,2019,2376,3602,33706,0.106865247,0.30760825
11-3071.01,2010,133,370,4719,0.078406442,0.20870644
11-3071.01,2011,168,480,6141,0.078163166,0.20870644
11-3071.01,2012,225,534,6324,0.084440228,0.20870644
11-3071.01,2013,347,1097,9083,0.120775074,0.20870644
11-3071.01,2014,399,1135,9627,0.11789758,0.20870644
11-3071.01,2015,486,1222,11044,0.110648316,0.20870644
11-3071.01,2016,467,1117,10204,0.109466876,0.20870644
11-3071.01,2017,457,1103,10486,0.10518787,0.20870644
11-3071.01,2018,641,1575,15965,0.098653304,0.20870644
11-3071.01,2019,805,1695,15925,0.106436421,0.20870644
11-3071.02,2010,203,497,9190,0.054080522,0.2472036
11-3071.02,2011,317,728,12415,0.058638743,0.2472036
11-3071.02,2012,351,841,12789,0.065759637,0.2472036
11-3071.02,2013,431,1122,17569,0.063862485,0.2472036
11-3071.02,2014,461,1339,20006,0.066929921,0.2472036
11-3071.02,2015,516,1757,24333,0.072206469,0.2472036
11-3071.02,2016,394,1718,22047,0.077924434,0.2472036
11-3071.02,2017,646,2049,20187,0.101500966,0.2472036
11-3071.02,2018,795,2929,29889,0.097995918,0.2472036
11-3071.02,2019,674,3139,33708,0.093123294,0.2472036
11-3071.03,2010,189,438,5889,0.074375955,0.23376869
11-3071.03,2011,237,579,7511,0.077086939,0.23376869
11-3071.03,2012,294,654,8301,0.078785688,0.23376869
11-3071.03,2013,371,758,9423,0.080441473,0.23376869
11-3071.03,2014,491,903,11022,0.081927055,0.23376869
11-3071.03,2015,664,1189,12369,0.096127415,0.23376869
11-3071.03,2016,618,1218,12361,0.098535717,0.23376869
11-3071.03,2017,678,1230,15111,0.081397657,0.23376869
11-3071.03,2018,829,1679,19129,0.087772492,0.23376869
11-3071.03,2019,912,1772,17569,0.100859468,0.23376869
11-3111.00,2010,338,540,4974,0.108564536,0.27974156
11-3111.00,2011,521,893,7149,0.124912575,0.27974156
11-3111.00,2012,454,776,6824,0.113716295,0.27974156
11-3111.00,2013,565,934,8933,0.10455614,0.27974156
11-3111.00,2014,775,1173,9508,0.123369794,0.27974156
11-3111.00,2015,805,1303,11007,0.118379213,0.27974156
11-3111.00,2016,802,1359,11338,0.11986241,0.27974156
11-3111.00,2017,734,1227,9547,0.128522049,0.27974156
11-3111.00,2018,960,1543,12074,0.127795263,0.27974156
11-3111.00,2019,1373,1997,11809,0.169108307,0.27974156
11-3121.00,2010,1132,2068,37027,0.055851136,0.31018606
11-3121.00,2011,1937,3787,56166,0.067425133,0.31018606
11-3121.00,2012,1664,4664,54973,0.08484165,0.31018606
11-3121.00,2013,2377,4759,65572,0.07257671,0.31018606
11-3121.00,2014,2681,6160,66341,0.09285359,0.31018606
11-3121.00,2015,3538,8529,81443,0.104723549,0.31018606
11-3121.00,2016,3219,8741,79263,0.11027844,0.31018606
11-3121.00,2017,3190,8106,73642,0.110073056,0.31018606
11-3121.00,2018,4261,8394,89661,0.093619299,0.31018606
11-3121.00,2019,4496,8641,90127,0.09587582,0.31018606
11-3131.00,2010,175,340,7108,0.047833427,0.19843625
11-3131.00,2011,301,536,8695,0.061644623,0.19843625
11-3131.00,2012,296,517,8681,0.059555351,0.19843625
11-3131.00,2013,345,661,11397,0.057997719,0.19843625
11-3131.00,2014,429,799,11541,0.069231436,0.19843625
11-3131.00,2015,537,903,13231,0.06824881,0.19843625
11-3131.00,2016,638,965,11933,0.080868181,0.19843625
11-3131.00,2017,486,783,10459,0.074863754,0.19843625
11-3131.00,2018,745,1236,15425,0.08012966,0.19843625
11-3131.00,2019,731,1371,16164,0.084818114,0.19843625
11-9013.01,2010,13,16,347,0.04610951,0.10422035
11-9013.01,2011,19,26,316,0.082278481,0.10422035
11-9013.01,2012,8,16,409,0.039119804,0.10422035
11-9013.01,2013,4,29,568,0.051056338,0.10422035
11-9013.01,2014,13,39,540,0.072222222,0.10422035
11-9013.01,2015,14,24,521,0.046065259,0.10422035
11-9013.01,2016,9,26,494,0.052631579,0.10422035
11-9013.01,2017,10,26,401,0.064837905,0.10422035
11-9013.01,2018,60,90,634,0.141955836,0.10422035
11-9013.01,2019,35,50,684,0.073099415,0.10422035
11-9013.02,2010,12,28,628,0.044585987,0.11527106
11-9013.02,2011,11,33,869,0.037974684,0.11527106
11-9013.02,2012,18,57,1404,0.040598291,0.11527106
11-9013.02,2013,17,59,1707,0.034563562,0.11527106
11-9013.02,2014,24,64,1803,0.035496395,0.11527106
11-9013.02,2015,25,76,1904,0.039915966,0.11527106
11-9013.02,2016,36,80,1809,0.044223328,0.11527106
11-9013.02,2017,51,114,1814,0.062844542,0.11527106
11-9013.02,2018,58,149,2145,0.069463869,0.11527106
11-9013.02,2019,59,152,2664,0.057057057,0.11527106
11-9013.03,2010,40,133,434,0.306451613,0.27485484
11-9013.03,2011,46,135,530,0.254716981,0.27485484
11-9013.03,2012,45,193,677,0.285081241,0.27485484
11-9013.03,2013,48,266,1021,0.260528893,0.27485484
11-9013.03,2014,79,324,1174,0.275979557,0.27485484
11-9013.03,2015,124,416,1323,0.314436886,0.27485484
11-9013.03,2016,134,330,957,0.344827586,0.27485484
11-9013.03,2017,124,300,930,0.322580645,0.27485484
11-9013.03,2018,107,430,1290,0.333333333,0.27485484
11-9013.03,2019,139,520,1626,0.319803198,0.27485484
11-9021.00,2010,502,816,21243,0.038412654,0.22659658
11-9021.00,2011,664,1135,29088,0.039019527,0.22659658
11-9021.00,2012,706,1157,30864,0.03748704,0.22659658
11-9021.00,2013,782,1404,41248,0.034038014,0.22659658
11-9021.00,2014,731,1498,46237,0.032398296,0.22659658
11-9021.00,2015,921,1935,58444,0.033108617,0.22659658
11-9021.00,2016,989,2019,65352,0.030894234,0.22659658
11-9021.00,2017,1290,2287,69641,0.03283985,0.22659658
11-9021.00,2018,1661,3272,119677,0.027340258,0.22659658
11-9021.00,2019,1660,3827,125443,0.03050788,0.22659658
11-9031.00,2010,30,112,3636,0.03080308,0.1818283
11-9031.00,2011,44,177,3947,0.044844185,0.1818283
11-9031.00,2012,71,222,4298,0.051651931,0.1818283
11-9031.00,2013,87,283,6599,0.042885286,0.1818283
11-9031.00,2014,78,271,6491,0.041750116,0.1818283
11-9031.00,2015,120,378,9547,0.03959359,0.1818283
11-9031.00,2016,105,323,8661,0.037293615,0.1818283
11-9031.00,2017,85,317,6770,0.046824225,0.1818283
11-9031.00,2018,160,498,9488,0.052487352,0.1818283
11-9031.00,2019,134,527,10462,0.050372778,0.1818283
11-9032.00,2010,349,727,7979,0.091114175,0.19065613
11-9032.00,2011,612,1210,11689,0.103516126,0.19065613
11-9032.00,2012,683,1488,13696,0.10864486,0.19065613
11-9032.00,2013,1128,2624,21680,0.12103321,0.19065613
11-9032.00,2014,1412,3388,29999,0.112937098,0.19065613
11-9032.00,2015,1420,3169,28017,0.113109898,0.19065613
11-9032.00,2016,1370,3210,27651,0.116089834,0.19065613
11-9032.00,2017,1503,3203,26235,0.122088813,0.19065613
11-9032.00,2018,2145,4990,36748,0.135789703,0.19065613
11-9032.00,2019,2328,5888,40022,0.147119085,0.19065613
11-9033.00,2010,1935,4301,37053,0.116076971,0.32437006
11-9033.00,2011,2846,6143,45318,0.135553202,0.32437006
11-9033.00,2012,3234,6721,49788,0.134992368,0.32437006
11-9033.00,2013,4508,8999,61721,0.145801267,0.32437006
11-9033.00,2014,4880,9940,66703,0.149018785,0.32437006
11-9033.00,2015,5626,11068,67542,0.163868408,0.32437006
11-9033.00,2016,5147,10794,66325,0.162744063,0.32437006
11-9033.00,2017,4949,11001,65183,0.168770999,0.32437006
11-9033.00,2018,6179,13361,78386,0.170451356,0.32437006
11-9033.00,2019,6996,14522,85680,0.16949113,0.32437006
11-9039.00,2010,9,10,86,0.11627907,0.17220426
11-9039.00,2011,8,12,101,0.118811881,0.17220426
11-9039.00,2012,4,11,111,0.099099099,0.17220426
11-9039.00,2013,13,20,152,0.131578947,0.17220426
11-9039.00,2014,11,17,211,0.08056872,0.17220426
11-9039.00,2015,10,21,332,0.063253012,0.17220426
11-9039.00,2016,7,15,226,0.066371681,0.17220426
11-9039.00,2017,18,35,276,0.126811594,0.17220426
11-9039.00,2018,11,36,357,0.100840336,0.17220426
11-9039.00,2019,24,40,374,0.106951872,0.17220426
11-9039.01,2010,12,23,240,0.095833333,0.107114635
11-9039.01,2011,23,54,351,0.153846154,0.107114635
11-9039.01,2012,29,51,371,0.137466307,0.107114635
11-9039.01,2013,34,88,650,0.135384615,0.107114635
11-9039.01,2014,46,105,864,0.121527778,0.107114635
11-9039.01,2015,61,121,781,0.154929577,0.107114635
11-9039.01,2016,57,138,760,0.181578947,0.107114635
11-9039.01,2017,42,90,734,0.122615804,0.107114635
11-9039.01,2018,112,203,1103,0.184043518,0.107114635
11-9039.01,2019,90,160,1053,0.151946819,0.107114635
11-9039.02,2010,33,88,1925,0.045714286,0.16506875
11-9039.02,2011,46,138,2194,0.062898815,0.16506875
11-9039.02,2012,56,132,2339,0.056434374,0.16506875
11-9039.02,2013,78,167,4454,0.037494387,0.16506875
11-9039.02,2014,65,137,5121,0.026752587,0.16506875
11-9039.02,2015,73,163,6332,0.025742262,0.16506875
11-9039.02,2016,120,222,6207,0.035766071,0.16506875
11-9039.02,2017,64,226,4335,0.052133795,0.16506875
11-9039.02,2018,108,476,6492,0.07332101,0.16506875
11-9039.02,2019,142,530,8032,0.065986056,0.16506875
11-9041.00,2010,2040,2569,35920,0.071520045,0.27617353
11-9041.00,2011,2619,3646,50030,0.072876274,0.27617353
11-9041.00,2012,2910,3817,49617,0.076929278,0.27617353
11-9041.00,2013,3212,4244,53208,0.079762442,0.27617353
11-9041.00,2014,3538,4658,55186,0.084405465,0.27617353
11-9041.00,2015,4709,5854,63351,0.092405803,0.27617353
11-9041.00,2016,4974,6159,60525,0.101759603,0.27617353
11-9041.00,2017,5946,7382,65506,0.112691967,0.27617353
11-9041.00,2018,8725,10267,82901,0.123846516,0.27617353
11-9041.00,2019,9724,11214,87864,0.127629063,0.27617353
11-9041.01,2010,2,3,17,0.176470588,0.16337375
11-9041.01,2011,1,1,10,0.1,0.16337375
11-9041.01,2012,0,0,19,0,0.16337375
11-9041.01,2013,2,9,66,0.136363636,0.16337375
11-9041.01,2014,3,8,81,0.098765432,0.16337375
11-9041.01,2015,9,10,92,0.108695652,0.16337375
11-9041.01,2016,12,18,98,0.183673469,0.16337375
11-9041.01,2017,16,19,81,0.234567901,0.16337375
11-9041.01,2018,29,32,111,0.288288288,0.16337375
11-9041.01,2019,25,29,116,0.25,0.16337375
11-9051.00,2010,244,768,138750,0.005535135,0.16701828
11-9051.00,2011,527,1435,211535,0.006783747,0.16701828
11-9051.00,2012,523,1302,133952,0.0097199,0.16701828
11-9051.00,2013,556,1947,255357,0.00762462,0.16701828
11-9051.00,2014,709,2174,227459,0.009557766,0.16701828
11-9051.00,2015,2344,4113,202477,0.020313418,0.16701828
11-9051.00,2016,1518,3835,270681,0.014167969,0.16701828
11-9051.00,2017,1139,3010,205338,0.014658758,0.16701828
11-9051.00,2018,1743,4022,266025,0.01511888,0.16701828
11-9051.00,2019,1863,4145,289118,0.014336707,0.16701828
11-9061.00,2010,8,27,274,0.098540146,0.11931724
11-9061.00,2011,0,32,290,0.110344828,0.11931724
11-9061.00,2012,1,51,485,0.105154639,0.11931724
11-9061.00,2013,1,6,1019,0.005888126,0.11931724
11-9061.00,2014,0,6,579,0.010362694,0.11931724
11-9061.00,2015,0,21,1146,0.018324607,0.11931724
11-9061.00,2016,7,341,1676,0.203460621,0.11931724
11-9061.00,2017,3,456,1383,0.329718004,0.11931724
11-9061.00,2018,3,513,1638,0.313186813,0.11931724
11-9061.00,2019,4,454,1564,0.29028133,0.11931724
11-9071.00,2010,1,1,26,0.038461538,0.11887255
11-9071.00,2011,2,4,44,0.090909091,0.11887255
11-9071.00,2012,1,2,38,0.052631579,0.11887255
11-9071.00,2013,1,8,240,0.033333333,0.11887255
11-9071.00,2014,5,15,263,0.057034221,0.11887255
11-9071.00,2015,5,13,268,0.048507463,0.11887255
11-9071.00,2016,3,13,234,0.055555556,0.11887255
11-9071.00,2017,21,22,355,0.061971831,0.11887255
11-9071.00,2018,17,22,363,0.060606061,0.11887255
11-9071.00,2019,33,36,260,0.138461538,0.11887255
11-9081.00,2010,102,174,8579,0.020282084,0.16480677
11-9081.00,2011,178,327,11241,0.029089939,0.16480677
11-9081.00,2012,203,513,14139,0.036282623,0.16480677
11-9081.00,2013,243,588,15512,0.037906137,0.16480677
11-9081.00,2014,229,667,19407,0.034369042,0.16480677
11-9081.00,2015,343,895,24097,0.037141553,0.16480677
11-9081.00,2016,373,1647,23051,0.071450262,0.16480677
11-9081.00,2017,305,961,21576,0.04454023,0.16480677
11-9081.00,2018,522,1531,32547,0.047039666,0.16480677
11-9081.00,2019,584,1533,34841,0.043999885,0.16480677
11-9111.00,2010,5163,11926,162466,0.073406128,0.29457006
11-9111.00,2011,7209,16821,210852,0.079776336,0.29457006
11-9111.00,2012,7182,15992,187198,0.085428263,0.29457006
11-9111.00,2013,9470,22357,252595,0.088509274,0.29457006
11-9111.00,2014,12441,27022,274113,0.098579783,0.29457006
11-9111.00,2015,14199,30524,327351,0.093245477,0.29457006
11-9111.00,2016,15753,33821,346904,0.097493831,0.29457006
11-9111.00,2017,16530,36049,337759,0.106729947,0.29457006
11-9111.00,2018,21005,43563,384951,0.113165052,0.29457006
11-9111.00,2019,21739,47907,403329,0.118778962,0.29457006
11-9121.00,2010,952,1839,7074,0.259966073,0.36438537
11-9121.00,2011,1117,2451,10069,0.243420399,0.36438537
11-9121.00,2012,1257,2708,9703,0.279088942,0.36438537
11-9121.00,2013,1360,2612,10022,0.260626621,0.36438537
11-9121.00,2014,1271,2807,10811,0.259642956,0.36438537
11-9121.00,2015,2056,3865,13872,0.2786188,0.36438537
11-9121.00,2016,2385,4450,14196,0.313468583,0.36438537
11-9121.00,2017,1581,3255,11420,0.28502627,0.36438537
11-9121.00,2018,2356,5114,14278,0.358173414,0.36438537
11-9121.00,2019,2215,4580,12895,0.355176425,0.36438537
11-9121.01,2010,1545,3643,15512,0.234850438,0.4159111
11-9121.01,2011,1831,4076,15682,0.259915827,0.4159111
11-9121.01,2012,1951,4387,15641,0.280480788,0.4159111
11-9121.01,2013,2570,5623,19471,0.288788455,0.4159111
11-9121.01,2014,2961,6259,20690,0.302513291,0.4159111
11-9121.01,2015,4018,7966,26441,0.301274536,0.4159111
11-9121.01,2016,4130,8858,25585,0.346218487,0.4159111
11-9121.01,2017,4113,8809,24025,0.366659729,0.4159111
11-9121.01,2018,6349,12354,30855,0.400388916,0.4159111
11-9121.01,2019,6796,13158,32924,0.399647673,0.4159111
11-9121.02,2010,11,16,183,0.087431694,0.27345836
11-9121.02,2011,18,27,256,0.10546875,0.27345836
11-9121.02,2012,16,20,204,0.098039216,0.27345836
11-9121.02,2013,3,10,315,0.031746032,0.27345836
11-9121.02,2014,8,22,462,0.047619048,0.27345836
11-9121.02,2015,15,33,527,0.062618596,0.27345836
11-9121.02,2016,13,28,532,0.052631579,0.27345836
11-9121.02,2017,8,29,304,0.095394737,0.27345836
11-9121.02,2018,13,51,1061,0.048067861,0.27345836
11-9121.02,2019,30,81,1391,0.058231488,0.27345836
11-9131.00,2010,0,2,39,0.051282051,0.11566679
11-9131.00,2011,4,5,26,0.192307692,0.11566679
11-9131.00,2012,1,3,32,0.09375,0.11566679
11-9131.00,2013,0,2,1389,0.001439885,0.11566679
11-9131.00,2014,2,6,782,0.007672634,0.11566679
11-9131.00,2015,3,9,335,0.026865672,0.11566679
11-9131.00,2016,11,18,228,0.078947368,0.11566679
11-9131.00,2017,0,5,206,0.024271845,0.11566679
11-9131.00,2018,5,16,289,0.055363322,0.11566679
11-9131.00,2019,6,31,385,0.080519481,0.11566679
11-9141.00,2010,338,856,25440,0.033647799,0.16167396
11-9141.00,2011,462,1235,27500,0.044909091,0.16167396
11-9141.00,2012,557,1503,27696,0.054267764,0.16167396
11-9141.00,2013,601,1858,39360,0.047205285,0.16167396
11-9141.00,2014,639,1876,38377,0.048883446,0.16167396
11-9141.00,2015,643,2233,41265,0.054113656,0.16167396
11-9141.00,2016,818,3004,42219,0.071152799,0.16167396
11-9141.00,2017,1690,3737,40047,0.093315354,0.16167396
11-9141.00,2018,2018,5098,69116,0.073760056,0.16167396
11-9141.00,2019,2553,6174,86948,0.071007959,0.16167396
11-9151.00,2010,206,575,10775,0.053364269,0.25639892
11-9151.00,2011,385,881,12780,0.068935837,0.25639892
11-9151.00,2012,357,912,12234,0.074546346,0.25639892
11-9151.00,2013,662,1846,21434,0.086124848,0.25639892
11-9151.00,2014,599,1808,21307,0.084854743,0.25639892
11-9151.00,2015,764,2203,23886,0.092229758,0.25639892
11-9151.00,2016,689,2134,24414,0.087408864,0.25639892
11-9151.00,2017,635,1927,22846,0.084347369,0.25639892
11-9151.00,2018,762,2816,29983,0.093919888,0.25639892
11-9151.00,2019,1096,3592,32212,0.111511238,0.25639892
11-9161.00,2010,135,220,2902,0.075809786,0.18652578
11-9161.00,2011,168,303,3457,0.08764825,0.18652578
11-9161.00,2012,212,346,3594,0.096271564,0.18652578
11-9161.00,2013,286,468,4665,0.100321543,0.18652578
11-9161.00,2014,294,521,5645,0.092294066,0.18652578
11-9161.00,2015,317,581,5782,0.100484262,0.18652578
11-9161.00,2016,331,594,6056,0.098084544,0.18652578
11-9161.00,2017,522,851,6813,0.124908264,0.18652578
11-9161.00,2018,418,874,9250,0.094486486,0.18652578
11-9161.00,2019,519,1165,10954,0.106353843,0.18652578
11-9199.00,2010,18521,27964,290999,0.09609655,0.3874965
11-9199.00,2011,24066,36612,357630,0.102373962,0.3874965
11-9199.00,2012,24932,37587,357478,0.105144932,0.3874965
11-9199.00,2013,30621,46715,444717,0.105044332,0.3874965
11-9199.00,2014,33974,53367,482951,0.110501894,0.3874965
11-9199.00,2015,38156,57902,525824,0.110116693,0.3874965
11-9199.00,2016,37236,57972,516118,0.112323151,0.3874965
11-9199.00,2017,42333,62991,519081,0.121351003,0.3874965
11-9199.00,2018,54557,85383,744611,0.114667927,0.3874965
11-9199.00,2019,57651,91871,754789,0.12171746,0.3874965
11-9199.01,2010,65,118,2899,0.040703691,0.33901176
